age,gender,state,category,annual_income,occupation,employment_status,education_level,family_size,land_holding,bpl_card,disability_status,scheme_name,scheme_category,eligible,citizen_id
24,Male,Tamil Nadu,OBC,408148.26,Private Employee,Employed,Graduate,3,0.0,False,True,PM Kisan,Agriculture,False,507
24,Male,Tamil Nadu,OBC,408148.26,Private Employee,Employed,Graduate,3,0.0,False,True,Post Matric Scholarship,Education,False,507
24,Male,Tamil Nadu,OBC,408148.26,Private Employee,Employed,Graduate,3,0.0,False,True,Ayushman Bharat,Healthcare,False,507
24,Male,Tamil Nadu,OBC,408148.26,Private Employee,Employed,Graduate,3,0.0,False,True,PM Awas Yojana,Housing,False,507
24,Male,Tamil Nadu,OBC,408148.26,Private Employee,Employed,Graduate,3,0.0,False,True,Skill India,Employment,False,507
51,Male,Delhi,SC,1980258.3,Business,Self-Employed,Graduate,2,2.67,False,True,PM Kisan,Agriculture,False,508
51,Male,Delhi,SC,1980258.3,Business,Self-Employed,Graduate,2,2.67,False,True,Post Matric Scholarship,Education,False,508
51,Male,Delhi,SC,1980258.3,Business,Self-Employed,Graduate,2,2.67,False,True,Ayushman Bharat,Healthcare,False,508
51,Male,Delhi,SC,1980258.3,Business,Self-Employed,Graduate,2,2.67,False,True,PM Awas Yojana,Housing,False,508
51,Male,Delhi,SC,1980258.3,Business,Self-Employed,Graduate,2,2.67,False,True,Skill India,Employment,False,508
44,Male,Delhi,ST,19715.41,Unemployed,Unemployed,Graduate,2,0.0,False,False,PM Kisan,Agriculture,False,509
44,Male,Delhi,ST,19715.41,Unemployed,Unemployed,Graduate,2,0.0,False,False,Post Matric Scholarship,Education,False,509
44,Male,Delhi,ST,19715.41,Unemployed,Unemployed,Graduate,2,0.0,False,False,Ayushman Bharat,Healthcare,False,509
44,Male,Delhi,ST,19715.41,Unemployed,Unemployed,Graduate,2,0.0,False,False,PM Awas Yojana,Housing,False,509
44,Male,Delhi,ST,19715.41,Unemployed,Unemployed,Graduate,2,0.0,False,False,Skill India,Employment,True,509
38,Female,Kerala,SC,230504.44,Farmer,Self-Employed,Higher Secondary,4,4.85,False,True,PM Kisan,Agriculture,False,510
38,Female,Kerala,SC,230504.44,Farmer,Self-Employed,Higher Secondary,4,4.85,False,True,Post Matric Scholarship,Education,False,510
38,Female,Kerala,SC,230504.44,Farmer,Self-Employed,Higher Secondary,4,4.85,False,True,Ayushman Bharat,Healthcare,False,510
38,Female,Kerala,SC,230504.44,Farmer,Self-Employed,Higher Secondary,4,4.85,False,True,PM Awas Yojana,Housing,False,510
38,Female,Kerala,SC,230504.44,Farmer,Self-Employed,Higher Secondary,4,4.85,False,True,Skill India,Employment,False,510
44,Female,Karnataka,OBC,0.0,Homemaker,Unemployed,Secondary,6,0.53,False,False,PM Kisan,Agriculture,False,511
44,Female,Karnataka,OBC,0.0,Homemaker,Unemployed,Secondary,6,0.53,False,False,Post Matric Scholarship,Education,False,511
44,Female,Karnataka,OBC,0.0,Homemaker,Unemployed,Secondary,6,0.53,False,False,Ayushman Bharat,Healthcare,False,511
44,Female,Karnataka,OBC,0.0,Homemaker,Unemployed,Secondary,6,0.53,False,False,PM Awas Yojana,Housing,False,511
44,Female,Karnataka,OBC,0.0,Homemaker,Unemployed,Secondary,6,0.53,False,False,Skill India,Employment,False,511
31,Female,Karnataka,OBC,1239035.29,Private Employee,Employed,Graduate,4,0.0,False,True,PM Kisan,Agriculture,False,512
31,Female,Karnataka,OBC,1239035.29,Private Employee,Employed,Graduate,4,0.0,False,True,Post Matric Scholarship,Education,False,512
31,Female,Karnataka,OBC,1239035.29,Private Employee,Employed,Graduate,4,0.0,False,True,Ayushman Bharat,Healthcare,False,512
31,Female,Karnataka,OBC,1239035.29,Private Employee,Employed,Graduate,4,0.0,False,True,PM Awas Yojana,Housing,False,512
31,Female,Karnataka,OBC,1239035.29,Private Employee,Employed,Graduate,4,0.0,False,True,Skill India,Employment,False,512
32,Female,Delhi,OBC,627541.04,Private Employee,Employed,Diploma,5,0.0,False,False,PM Kisan,Agriculture,False,513
32,Female,Delhi,OBC,627541.04,Private Employee,Employed,Diploma,5,0.0,False,False,Post Matric Scholarship,Education,False,513
32,Female,Delhi,OBC,627541.04,Private Employee,Employed,Diploma,5,0.0,False,False,Ayushman Bharat,Healthcare,False,513
32,Female,Delhi,OBC,627541.04,Private Employee,Employed,Diploma,5,0.0,False,False,PM Awas Yojana,Housing,False,513
32,Female,Delhi,OBC,627541.04,Private Employee,Employed,Diploma,5,0.0,False,False,Skill India,Employment,False,513
49,Male,Kerala,OBC,444511.7,Private Employee,Employed,Diploma,5,0.0,False,True,PM Kisan,Agriculture,False,514
49,Male,Kerala,OBC,444511.7,Private Employee,Employed,Diploma,5,0.0,False,True,Post Matric Scholarship,Education,False,514
49,Male,Kerala,OBC,444511.7,Private Employee,Employed,Diploma,5,0.0,False,True,Ayushman Bharat,Healthcare,False,514
49,Male,Kerala,OBC,444511.7,Private Employee,Employed,Diploma,5,0.0,False,True,PM Awas Yojana,Housing,False,514
49,Male,Kerala,OBC,444511.7,Private Employee,Employed,Diploma,5,0.0,False,True,Skill India,Employment,False,514
28,Other,Kerala,OBC,1009446.71,Business,Self-Employed,Post Graduate,5,1.65,False,False,PM Kisan,Agriculture,False,515
28,Other,Kerala,OBC,1009446.71,Business,Self-Employed,Post Graduate,5,1.65,False,False,Post Matric Scholarship,Education,False,515
28,Other,Kerala,OBC,1009446.71,Business,Self-Employed,Post Graduate,5,1.65,False,False,Ayushman Bharat,Healthcare,False,515
28,Other,Kerala,OBC,1009446.71,Business,Self-Employed,Post Graduate,5,1.65,False,False,PM Awas Yojana,Housing,False,515
28,Other,Kerala,OBC,1009446.71,Business,Self-Employed,Post Graduate,5,1.65,False,False,Skill India,Employment,False,515
79,Female,Tamil Nadu,ST,560975.3,Retired,Retired,Graduate,4,4.07,False,False,PM Kisan,Agriculture,False,516
79,Female,Tamil Nadu,ST,560975.3,Retired,Retired,Graduate,4,4.07,False,False,Post Matric Scholarship,Education,False,516
79,Female,Tamil Nadu,ST,560975.3,Retired,Retired,Graduate,4,4.07,False,False,Ayushman Bharat,Healthcare,False,516
79,Female,Tamil Nadu,ST,560975.3,Retired,Retired,Graduate,4,4.07,False,False,PM Awas Yojana,Housing,False,516
79,Female,Tamil Nadu,ST,560975.3,Retired,Retired,Graduate,4,4.07,False,False,Skill India,Employment,False,516
38,Other,Delhi,General,1110792.54,Private Employee,Employed,Post Graduate,6,0.0,False,True,PM Kisan,Agriculture,False,517
38,Other,Delhi,General,1110792.54,Private Employee,Employed,Post Graduate,6,0.0,False,True,Post Matric Scholarship,Education,False,517
38,Other,Delhi,General,1110792.54,Private Employee,Employed,Post Graduate,6,0.0,False,True,Ayushman Bharat,Healthcare,False,517
38,Other,Delhi,General,1110792.54,Private Employee,Employed,Post Graduate,6,0.0,False,True,PM Awas Yojana,Housing,False,517
38,Other,Delhi,General,1110792.54,Private Employee,Employed,Post Graduate,6,0.0,False,True,Skill India,Employment,False,517
36,Male,Tamil Nadu,SC,369059.09,Government Employee,Employed,Post Graduate,3,0.0,False,False,PM Kisan,Agriculture,False,518
36,Male,Tamil Nadu,SC,369059.09,Government Employee,Employed,Post Graduate,3,0.0,False,False,Post Matric Scholarship,Education,False,518
36,Male,Tamil Nadu,SC,369059.09,Government Employee,Employed,Post Graduate,3,0.0,False,False,Ayushman Bharat,Healthcare,False,518
36,Male,Tamil Nadu,SC,369059.09,Government Employee,Employed,Post Graduate,3,0.0,False,False,PM Awas Yojana,Housing,False,518
36,Male,Tamil Nadu,SC,369059.09,Government Employee,Employed,Post Graduate,3,0.0,False,False,Skill India,Employment,False,518
41,Female,Tamil Nadu,General,166362.45,Farmer,Self-Employed,Primary,5,2.0,True,False,PM Kisan,Agriculture,True,519
41,Female,Tamil Nadu,General,166362.45,Farmer,Self-Employed,Primary,5,2.0,True,False,Post Matric Scholarship,Education,False,519
41,Female,Tamil Nadu,General,166362.45,Farmer,Self-Employed,Primary,5,2.0,True,False,Ayushman Bharat,Healthcare,True,519
41,Female,Tamil Nadu,General,166362.45,Farmer,Self-Employed,Primary,5,2.0,True,False,PM Awas Yojana,Housing,True,519
41,Female,Tamil Nadu,General,166362.45,Farmer,Self-Employed,Primary,5,2.0,True,False,Skill India,Employment,False,519
37,Female,Delhi,SC,376446.83,Government Employee,Employed,Graduate,6,0.0,False,True,PM Kisan,Agriculture,False,520
37,Female,Delhi,SC,376446.83,Government Employee,Employed,Graduate,6,0.0,False,True,Post Matric Scholarship,Education,False,520
37,Female,Delhi,SC,376446.83,Government Employee,Employed,Graduate,6,0.0,False,True,Ayushman Bharat,Healthcare,False,520
37,Female,Delhi,SC,376446.83,Government Employee,Employed,Graduate,6,0.0,False,True,PM Awas Yojana,Housing,False,520
37,Female,Delhi,SC,376446.83,Government Employee,Employed,Graduate,6,0.0,False,True,Skill India,Employment,False,520
28,Female,Karnataka,SC,465978.74,Private Employee,Employed,Graduate,2,0.0,False,False,PM Kisan,Agriculture,False,521
28,Female,Karnataka,SC,465978.74,Private Employee,Employed,Graduate,2,0.0,False,False,Post Matric Scholarship,Education,False,521
28,Female,Karnataka,SC,465978.74,Private Employee,Employed,Graduate,2,0.0,False,False,Ayushman Bharat,Healthcare,False,521
28,Female,Karnataka,SC,465978.74,Private Employee,Employed,Graduate,2,0.0,False,False,PM Awas Yojana,Housing,False,521
28,Female,Karnataka,SC,465978.74,Private Employee,Employed,Graduate,2,0.0,False,False,Skill India,Employment,False,521
35,Female,Delhi,ST,1225984.14,Private Employee,Employed,Graduate,4,0.0,False,False,PM Kisan,Agriculture,False,522
35,Female,Delhi,ST,1225984.14,Private Employee,Employed,Graduate,4,0.0,False,False,Post Matric Scholarship,Education,False,522
35,Female,Delhi,ST,1225984.14,Private Employee,Employed,Graduate,4,0.0,False,False,Ayushman Bharat,Healthcare,False,522
35,Female,Delhi,ST,1225984.14,Private Employee,Employed,Graduate,4,0.0,False,False,PM Awas Yojana,Housing,False,522
35,Female,Delhi,ST,1225984.14,Private Employee,Employed,Graduate,4,0.0,False,False,Skill India,Employment,False,522
20,Male,Kerala,OBC,72658.57,Student,Student,Higher Secondary,5,0.0,False,False,PM Kisan,Agriculture,False,523
20,Male,Kerala,OBC,72658.57,Student,Student,Higher Secondary,5,0.0,False,False,Post Matric Scholarship,Education,True,523
20,Male,Kerala,OBC,72658.57,Student,Student,Higher Secondary,5,0.0,False,False,Ayushman Bharat,Healthcare,False,523
20,Male,Kerala,OBC,72658.57,Student,Student,Higher Secondary,5,0.0,False,False,PM Awas Yojana,Housing,False,523
20,Male,Kerala,OBC,72658.57,Student,Student,Higher Secondary,5,0.0,False,False,Skill India,Employment,True,523
22,Male,Tamil Nadu,ST,45365.26,Unemployed,Unemployed,Primary,6,0.0,False,False,PM Kisan,Agriculture,False,524
22,Male,Tamil Nadu,ST,45365.26,Unemployed,Unemployed,Primary,6,0.0,False,False,Post Matric Scholarship,Education,False,524
22,Male,Tamil Nadu,ST,45365.26,Unemployed,Unemployed,Primary,6,0.0,False,False,Ayushman Bharat,Healthcare,False,524
22,Male,Tamil Nadu,ST,45365.26,Unemployed,Unemployed,Primary,6,0.0,False,False,PM Awas Yojana,Housing,False,524
22,Male,Tamil Nadu,ST,45365.26,Unemployed,Unemployed,Primary,6,0.0,False,False,Skill India,Employment,False,524
47,Female,Kerala,OBC,1170593.15,Business,Self-Employed,Graduate,5,0.33,False,False,PM Kisan,Agriculture,False,525
47,Female,Kerala,OBC,1170593.15,Business,Self-Employed,Graduate,5,0.33,False,False,Post Matric Scholarship,Education,False,525
47,Female,Kerala,OBC,1170593.15,Business,Self-Employed,Graduate,5,0.33,False,False,Ayushman Bharat,Healthcare,False,525
47,Female,Kerala,OBC,1170593.15,Business,Self-Employed,Graduate,5,0.33,False,False,PM Awas Yojana,Housing,False,525
47,Female,Kerala,OBC,1170593.15,Business,Self-Employed,Graduate,5,0.33,False,False,Skill India,Employment,False,525
19,Male,Kerala,SC,31118.26,Student,Student,Higher Secondary,5,0.0,True,False,PM Kisan,Agriculture,False,526
19,Male,Kerala,SC,31118.26,Student,Student,Higher Secondary,5,0.0,True,False,Post Matric Scholarship,Education,True,526
19,Male,Kerala,SC,31118.26,Student,Student,Higher Secondary,5,0.0,True,False,Ayushman Bharat,Healthcare,True,526
19,Male,Kerala,SC,31118.26,Student,Student,Higher Secondary,5,0.0,True,False,PM Awas Yojana,Housing,True,526
19,Male,Kerala,SC,31118.26,Student,Student,Higher Secondary,5,0.0,True,False,Skill India,Employment,True,526
41,Other,Karnataka,General,565179.38,Private Employee,Employed,Diploma,5,0.0,False,True,PM Kisan,Agriculture,False,527
41,Other,Karnataka,General,565179.38,Private Employee,Employed,Diploma,5,0.0,False,True,Post Matric Scholarship,Education,False,527
41,Other,Karnataka,General,565179.38,Private Employee,Employed,Diploma,5,0.0,False,True,Ayushman Bharat,Healthcare,False,527
41,Other,Karnataka,General,565179.38,Private Employee,Employed,Diploma,5,0.0,False,True,PM Awas Yojana,Housing,False,527
41,Other,Karnataka,General,565179.38,Private Employee,Employed,Diploma,5,0.0,False,True,Skill India,Employment,False,527
19,Male,Delhi,OBC,36329.77,Student,Student,Higher Secondary,6,0.0,False,True,PM Kisan,Agriculture,False,528
19,Male,Delhi,OBC,36329.77,Student,Student,Higher Secondary,6,0.0,False,True,Post Matric Scholarship,Education,True,528
19,Male,Delhi,OBC,36329.77,Student,Student,Higher Secondary,6,0.0,False,True,Ayushman Bharat,Healthcare,False,528
19,Male,Delhi,OBC,36329.77,Student,Student,Higher Secondary,6,0.0,False,True,PM Awas Yojana,Housing,False,528
19,Male,Delhi,OBC,36329.77,Student,Student,Higher Secondary,6,0.0,False,True,Skill India,Employment,True,528
22,Other,Tamil Nadu,ST,45495.79,Student,Student,Graduate,5,0.0,False,True,PM Kisan,Agriculture,False,529
22,Other,Tamil Nadu,ST,45495.79,Student,Student,Graduate,5,0.0,False,True,Post Matric Scholarship,Education,True,529
22,Other,Tamil Nadu,ST,45495.79,Student,Student,Graduate,5,0.0,False,True,Ayushman Bharat,Healthcare,False,529
22,Other,Tamil Nadu,ST,45495.79,Student,Student,Graduate,5,0.0,False,True,PM Awas Yojana,Housing,False,529
22,Other,Tamil Nadu,ST,45495.79,Student,Student,Graduate,5,0.0,False,True,Skill India,Employment,True,529
25,Female,Delhi,SC,345500.03,Government Employee,Employed,Post Graduate,2,0.0,False,True,PM Kisan,Agriculture,False,530
25,Female,Delhi,SC,345500.03,Government Employee,Employed,Post Graduate,2,0.0,False,True,Post Matric Scholarship,Education,False,530
25,Female,Delhi,SC,345500.03,Government Employee,Employed,Post Graduate,2,0.0,False,True,Ayushman Bharat,Healthcare,False,530
25,Female,Delhi,SC,345500.03,Government Employee,Employed,Post Graduate,2,0.0,False,True,PM Awas Yojana,Housing,False,530
25,Female,Delhi,SC,345500.03,Government Employee,Employed,Post Graduate,2,0.0,False,True,Skill India,Employment,False,530
38,Other,Delhi,ST,1201920.62,Private Employee,Employed,Diploma,5,0.0,False,False,PM Kisan,Agriculture,False,531
38,Other,Delhi,ST,1201920.62,Private Employee,Employed,Diploma,5,0.0,False,False,Post Matric Scholarship,Education,False,531
38,Other,Delhi,ST,1201920.62,Private Employee,Employed,Diploma,5,0.0,False,False,Ayushman Bharat,Healthcare,False,531
38,Other,Delhi,ST,1201920.62,Private Employee,Employed,Diploma,5,0.0,False,False,PM Awas Yojana,Housing,False,531
38,Other,Delhi,ST,1201920.62,Private Employee,Employed,Diploma,5,0.0,False,False,Skill India,Employment,False,531
32,Other,Maharashtra,SC,923122.9,Government Employee,Employed,Graduate,2,0.0,False,True,PM Kisan,Agriculture,False,532
32,Other,Maharashtra,SC,923122.9,Government Employee,Employed,Graduate,2,0.0,False,True,Post Matric Scholarship,Education,False,532
32,Other,Maharashtra,SC,923122.9,Government Employee,Employed,Graduate,2,0.0,False,True,Ayushman Bharat,Healthcare,False,532
32,Other,Maharashtra,SC,923122.9,Government Employee,Employed,Graduate,2,0.0,False,True,PM Awas Yojana,Housing,False,532
32,Other,Maharashtra,SC,923122.9,Government Employee,Employed,Graduate,2,0.0,False,True,Skill India,Employment,False,532
20,Male,Kerala,SC,123368.93,Student,Student,Graduate,4,0.0,True,True,PM Kisan,Agriculture,False,533
20,Male,Kerala,SC,123368.93,Student,Student,Graduate,4,0.0,True,True,Post Matric Scholarship,Education,True,533
20,Male,Kerala,SC,123368.93,Student,Student,Graduate,4,0.0,True,True,Ayushman Bharat,Healthcare,True,533
20,Male,Kerala,SC,123368.93,Student,Student,Graduate,4,0.0,True,True,PM Awas Yojana,Housing,True,533
20,Male,Kerala,SC,123368.93,Student,Student,Graduate,4,0.0,True,True,Skill India,Employment,True,533
18,Male,Karnataka,General,24178.53,Student,Student,Diploma,5,0.0,False,True,PM Kisan,Agriculture,False,534
18,Male,Karnataka,General,24178.53,Student,Student,Diploma,5,0.0,False,True,Post Matric Scholarship,Education,False,534
18,Male,Karnataka,General,24178.53,Student,Student,Diploma,5,0.0,False,True,Ayushman Bharat,Healthcare,False,534
18,Male,Karnataka,General,24178.53,Student,Student,Diploma,5,0.0,False,True,PM Awas Yojana,Housing,False,534
18,Male,Karnataka,General,24178.53,Student,Student,Diploma,5,0.0,False,True,Skill India,Employment,False,534
50,Male,Kerala,ST,471112.7,Private Employee,Employed,Diploma,3,0.0,False,True,PM Kisan,Agriculture,False,535
50,Male,Kerala,ST,471112.7,Private Employee,Employed,Diploma,3,0.0,False,True,Post Matric Scholarship,Education,False,535
50,Male,Kerala,ST,471112.7,Private Employee,Employed,Diploma,3,0.0,False,True,Ayushman Bharat,Healthcare,False,535
50,Male,Kerala,ST,471112.7,Private Employee,Employed,Diploma,3,0.0,False,True,PM Awas Yojana,Housing,False,535
50,Male,Kerala,ST,471112.7,Private Employee,Employed,Diploma,3,0.0,False,True,Skill India,Employment,False,535
33,Female,Maharashtra,ST,0.0,Homemaker,Unemployed,Graduate,3,1.25,False,True,PM Kisan,Agriculture,False,536
33,Female,Maharashtra,ST,0.0,Homemaker,Unemployed,Graduate,3,1.25,False,True,Post Matric Scholarship,Education,False,536
33,Female,Maharashtra,ST,0.0,Homemaker,Unemployed,Graduate,3,1.25,False,True,Ayushman Bharat,Healthcare,False,536
33,Female,Maharashtra,ST,0.0,Homemaker,Unemployed,Graduate,3,1.25,False,True,PM Awas Yojana,Housing,False,536
33,Female,Maharashtra,ST,0.0,Homemaker,Unemployed,Graduate,3,1.25,False,True,Skill India,Employment,False,536
23,Other,Delhi,OBC,97936.68,Unemployed,Unemployed,Primary,3,0.0,True,True,PM Kisan,Agriculture,False,537
23,Other,Delhi,OBC,97936.68,Unemployed,Unemployed,Primary,3,0.0,True,True,Post Matric Scholarship,Education,False,537
23,Other,Delhi,OBC,97936.68,Unemployed,Unemployed,Primary,3,0.0,True,True,Ayushman Bharat,Healthcare,True,537
23,Other,Delhi,OBC,97936.68,Unemployed,Unemployed,Primary,3,0.0,True,True,PM Awas Yojana,Housing,True,537
23,Other,Delhi,OBC,97936.68,Unemployed,Unemployed,Primary,3,0.0,True,True,Skill India,Employment,False,537
52,Other,Karnataka,General,509258.43,Private Employee,Employed,Graduate,2,0.0,False,True,PM Kisan,Agriculture,False,538
52,Other,Karnataka,General,509258.43,Private Employee,Employed,Graduate,2,0.0,False,True,Post Matric Scholarship,Education,False,538
52,Other,Karnataka,General,509258.43,Private Employee,Employed,Graduate,2,0.0,False,True,Ayushman Bharat,Healthcare,False,538
52,Other,Karnataka,General,509258.43,Private Employee,Employed,Graduate,2,0.0,False,True,PM Awas Yojana,Housing,False,538
52,Other,Karnataka,General,509258.43,Private Employee,Employed,Graduate,2,0.0,False,True,Skill India,Employment,False,538
60,Other,Tamil Nadu,ST,209739.25,Farmer,Self-Employed,Secondary,6,6.08,False,False,PM Kisan,Agriculture,False,539
60,Other,Tamil Nadu,ST,209739.25,Farmer,Self-Employed,Secondary,6,6.08,False,False,Post Matric Scholarship,Education,False,539
60,Other,Tamil Nadu,ST,209739.25,Farmer,Self-Employed,Secondary,6,6.08,False,False,Ayushman Bharat,Healthcare,False,539
60,Other,Tamil Nadu,ST,209739.25,Farmer,Self-Employed,Secondary,6,6.08,False,False,PM Awas Yojana,Housing,False,539
60,Other,Tamil Nadu,ST,209739.25,Farmer,Self-Employed,Secondary,6,6.08,False,False,Skill India,Employment,False,539
40,Male,Delhi,ST,729692.97,Business,Self-Employed,Higher Secondary,6,1.97,False,False,PM Kisan,Agriculture,False,540
40,Male,Delhi,ST,729692.97,Business,Self-Employed,Higher Secondary,6,1.97,False,False,Post Matric Scholarship,Education,False,540
40,Male,Delhi,ST,729692.97,Business,Self-Employed,Higher Secondary,6,1.97,False,False,Ayushman Bharat,Healthcare,False,540
40,Male,Delhi,ST,729692.97,Business,Self-Employed,Higher Secondary,6,1.97,False,False,PM Awas Yojana,Housing,False,540
40,Male,Delhi,ST,729692.97,Business,Self-Employed,Higher Secondary,6,1.97,False,False,Skill India,Employment,False,540
37,Female,Karnataka,ST,78592.97,Farmer,Self-Employed,Higher Secondary,6,4.06,False,True,PM Kisan,Agriculture,True,541
37,Female,Karnataka,ST,78592.97,Farmer,Self-Employed,Higher Secondary,6,4.06,False,True,Post Matric Scholarship,Education,False,541
37,Female,Karnataka,ST,78592.97,Farmer,Self-Employed,Higher Secondary,6,4.06,False,True,Ayushman Bharat,Healthcare,False,541
37,Female,Karnataka,ST,78592.97,Farmer,Self-Employed,Higher Secondary,6,4.06,False,True,PM Awas Yojana,Housing,False,541
37,Female,Karnataka,ST,78592.97,Farmer,Self-Employed,Higher Secondary,6,4.06,False,True,Skill India,Employment,False,541
67,Female,Kerala,SC,298486.13,Retired,Retired,Secondary,5,4.82,False,True,PM Kisan,Agriculture,False,542
67,Female,Kerala,SC,298486.13,Retired,Retired,Secondary,5,4.82,False,True,Post Matric Scholarship,Education,False,542
67,Female,Kerala,SC,298486.13,Retired,Retired,Secondary,5,4.82,False,True,Ayushman Bharat,Healthcare,False,542
67,Female,Kerala,SC,298486.13,Retired,Retired,Secondary,5,4.82,False,True,PM Awas Yojana,Housing,False,542
67,Female,Kerala,SC,298486.13,Retired,Retired,Secondary,5,4.82,False,True,Skill India,Employment,False,542
23,Female,Karnataka,SC,54603.06,Student,Student,Higher Secondary,6,0.0,False,True,PM Kisan,Agriculture,False,543
23,Female,Karnataka,SC,54603.06,Student,Student,Higher Secondary,6,0.0,False,True,Post Matric Scholarship,Education,True,543
23,Female,Karnataka,SC,54603.06,Student,Student,Higher Secondary,6,0.0,False,True,Ayushman Bharat,Healthcare,False,543
23,Female,Karnataka,SC,54603.06,Student,Student,Higher Secondary,6,0.0,False,True,PM Awas Yojana,Housing,False,543
23,Female,Karnataka,SC,54603.06,Student,Student,Higher Secondary,6,0.0,False,True,Skill India,Employment,True,543
23,Female,Kerala,General,77081.5,Student,Student,Graduate,6,0.0,False,False,PM Kisan,Agriculture,False,544
23,Female,Kerala,General,77081.5,Student,Student,Graduate,6,0.0,False,False,Post Matric Scholarship,Education,True,544
23,Female,Kerala,General,77081.5,Student,Student,Graduate,6,0.0,False,False,Ayushman Bharat,Healthcare,False,544
23,Female,Kerala,General,77081.5,Student,Student,Graduate,6,0.0,False,False,PM Awas Yojana,Housing,False,544
23,Female,Kerala,General,77081.5,Student,Student,Graduate,6,0.0,False,False,Skill India,Employment,True,544
38,Male,Karnataka,SC,1026711.31,Business,Self-Employed,Higher Secondary,5,2.59,False,False,PM Kisan,Agriculture,False,545
38,Male,Karnataka,SC,1026711.31,Business,Self-Employed,Higher Secondary,5,2.59,False,False,Post Matric Scholarship,Education,False,545
38,Male,Karnataka,SC,1026711.31,Business,Self-Employed,Higher Secondary,5,2.59,False,False,Ayushman Bharat,Healthcare,False,545
38,Male,Karnataka,SC,1026711.31,Business,Self-Employed,Higher Secondary,5,2.59,False,False,PM Awas Yojana,Housing,False,545
38,Male,Karnataka,SC,1026711.31,Business,Self-Employed,Higher Secondary,5,2.59,False,False,Skill India,Employment,False,545
48,Male,Maharashtra,SC,0.0,Homemaker,Unemployed,Primary,8,2.7,False,True,PM Kisan,Agriculture,False,546
48,Male,Maharashtra,SC,0.0,Homemaker,Unemployed,Primary,8,2.7,False,True,Post Matric Scholarship,Education,False,546
48,Male,Maharashtra,SC,0.0,Homemaker,Unemployed,Primary,8,2.7,False,True,Ayushman Bharat,Healthcare,False,546
48,Male,Maharashtra,SC,0.0,Homemaker,Unemployed,Primary,8,2.7,False,True,PM Awas Yojana,Housing,False,546
48,Male,Maharashtra,SC,0.0,Homemaker,Unemployed,Primary,8,2.7,False,True,Skill India,Employment,False,546
65,Male,Karnataka,General,148630.01,Farmer,Self-Employed,Secondary,6,6.45,False,True,PM Kisan,Agriculture,True,547
65,Male,Karnataka,General,148630.01,Farmer,Self-Employed,Secondary,6,6.45,False,True,Post Matric Scholarship,Education,False,547
65,Male,Karnataka,General,148630.01,Farmer,Self-Employed,Secondary,6,6.45,False,True,Ayushman Bharat,Healthcare,False,547
65,Male,Karnataka,General,148630.01,Farmer,Self-Employed,Secondary,6,6.45,False,True,PM Awas Yojana,Housing,False,547
65,Male,Karnataka,General,148630.01,Farmer,Self-Employed,Secondary,6,6.45,False,True,Skill India,Employment,False,547
18,Other,Kerala,OBC,44680.93,Student,Student,Higher Secondary,4,0.0,False,False,PM Kisan,Agriculture,False,548
18,Other,Kerala,OBC,44680.93,Student,Student,Higher Secondary,4,0.0,False,False,Post Matric Scholarship,Education,True,548
18,Other,Kerala,OBC,44680.93,Student,Student,Higher Secondary,4,0.0,False,False,Ayushman Bharat,Healthcare,False,548
18,Other,Kerala,OBC,44680.93,Student,Student,Higher Secondary,4,0.0,False,False,PM Awas Yojana,Housing,False,548
18,Other,Kerala,OBC,44680.93,Student,Student,Higher Secondary,4,0.0,False,False,Skill India,Employment,True,548
53,Male,Kerala,General,0.0,Homemaker,Unemployed,Primary,3,0.51,True,False,PM Kisan,Agriculture,False,549
53,Male,Kerala,General,0.0,Homemaker,Unemployed,Primary,3,0.51,True,False,Post Matric Scholarship,Education,False,549
53,Male,Kerala,General,0.0,Homemaker,Unemployed,Primary,3,0.51,True,False,Ayushman Bharat,Healthcare,True,549
53,Male,Kerala,General,0.0,Homemaker,Unemployed,Primary,3,0.51,True,False,PM Awas Yojana,Housing,True,549
53,Male,Kerala,General,0.0,Homemaker,Unemployed,Primary,3,0.51,True,False,Skill India,Employment,False,549
71,Female,Karnataka,ST,238790.9,Retired,Retired,Graduate,3,3.83,False,True,PM Kisan,Agriculture,False,550
71,Female,Karnataka,ST,238790.9,Retired,Retired,Graduate,3,3.83,False,True,Post Matric Scholarship,Education,False,550
71,Female,Karnataka,ST,238790.9,Retired,Retired,Graduate,3,3.83,False,True,Ayushman Bharat,Healthcare,False,550
71,Female,Karnataka,ST,238790.9,Retired,Retired,Graduate,3,3.83,False,True,PM Awas Yojana,Housing,False,550
71,Female,Karnataka,ST,238790.9,Retired,Retired,Graduate,3,3.83,False,True,Skill India,Employment,False,550
21,Female,Karnataka,OBC,314986.48,Private Employee,Employed,Post Graduate,4,0.0,False,True,PM Kisan,Agriculture,False,551
21,Female,Karnataka,OBC,314986.48,Private Employee,Employed,Post Graduate,4,0.0,False,True,Post Matric Scholarship,Education,False,551
21,Female,Karnataka,OBC,314986.48,Private Employee,Employed,Post Graduate,4,0.0,False,True,Ayushman Bharat,Healthcare,False,551
21,Female,Karnataka,OBC,314986.48,Private Employee,Employed,Post Graduate,4,0.0,False,True,PM Awas Yojana,Housing,False,551
21,Female,Karnataka,OBC,314986.48,Private Employee,Employed,Post Graduate,4,0.0,False,True,Skill India,Employment,False,551
